timestamp,device_id,activity_type,resource_accessed,anomaly_flag
2025-08-29 13:55:55.264568,device_3,file_access,server1,0
2025-09-27 15:28:20.685561,device_11,cloud_download,cloud_bucket1,0
2025-05-05 00:05:43.981085,device_19,network_access,cloud_bucket2,0
2025-10-02 01:47:24.346996,device_10,cloud_download,database,0
2025-03-10 18:16:26.463735,device_10,network_access,server1,0
2025-07-22 21:53:51.136108,device_2,network_access,cloud_bucket2,0
2025-08-31 08:20:30.225766,device_1,file_access,database,0
2025-03-08 03:33:00.153943,device_17,network_access,cloud_bucket2,0
2025-08-04 03:51:02.378420,device_2,file_access,database,0
2025-06-17 01:34:17.013651,device_16,file_access,cloud_bucket1,0
2025-01-05 09:05:13.882461,device_4,file_access,cloud_bucket2,0
2025-03-31 21:09:15.715653,device_9,file_access,cloud_bucket1,0
2025-05-03 20:42:55.228568,device_2,file_access,cloud_bucket2,0
2025-02-26 19:42:27.166084,device_1,network_access,database,0
2025-04-18 19:44:57.599878,device_7,network_access,cloud_bucket2,0
2025-08-20 22:15:41.211981,device_5,file_access,database,0
2025-06-29 10:48:39.711945,device_8,network_access,server1,0
2025-01-13 17:37:36.977418,device_1,cloud_download,cloud_bucket1,1
2025-09-01 02:38:11.075522,device_14,cloud_download,cloud_bucket2,0
2025-06-15 23:17:04.343701,device_10,file_access,server1,0
2025-10-12 02:34:49.594166,device_1,network_access,database,0
2025-03-11 10:39:48.816713,device_4,file_access,server1,0
2025-05-29 10:32:08.798303,device_13,network_access,cloud_bucket1,0
2025-03-13 07:52:29.641892,device_18,file_access,server1,0
2025-10-04 01:03:47.840171,device_14,cloud_download,cloud_bucket1,0
2025-06-17 16:55:16.189477,device_6,network_access,cloud_bucket1,0
2025-05-07 07:36:01.358466,device_7,network_access,cloud_bucket1,0
2025-09-01 19:51:12.836394,device_9,cloud_download,cloud_bucket1,0
2025-05-09 05:00:37.894714,device_15,file_access,cloud_bucket1,0
2025-03-19 22:27:23.833364,device_12,file_access,cloud_bucket2,0
2025-09-23 16:47:14.142893,device_18,file_access,database,0
2025-08-14 16:23:39.439416,device_9,cloud_download,server1,0
2025-03-30 09:41:15.746222,device_5,cloud_download,cloud_bucket2,1
2025-02-04 12:52:59.733141,device_15,file_access,server1,0
2025-06-16 04:32:05.993194,device_17,cloud_download,database,0
2025-08-26 07:09:24.243423,device_4,cloud_download,database,1
2025-02-27 07:59:21.837557,device_6,file_access,database,0
2025-05-11 23:07:55.879418,device_1,cloud_download,database,0
2025-07-25 07:28:18.534690,device_20,network_access,cloud_bucket1,0
2025-06-15 08:20:28.823868,device_13,file_access,database,0
2025-08-16 06:16:53.358265,device_8,network_access,cloud_bucket1,0
2025-03-29 13:58:36.784090,device_1,cloud_download,cloud_bucket1,0
2025-08-10 02:51:12.193909,device_5,network_access,server1,0
2025-09-18 19:41:25.401741,device_6,cloud_download,database,0
2025-08-27 01:35:33.312492,device_5,cloud_download,cloud_bucket1,0
2025-10-10 07:34:34.344721,device_15,network_access,cloud_bucket2,0
2025-03-17 17:34:30.915802,device_10,network_access,database,0
2025-09-26 08:49:11.115828,device_2,cloud_download,server1,0
2025-06-22 17:56:44.663947,device_3,cloud_download,cloud_bucket1,0
2025-05-07 10:45:33.892285,device_13,file_access,cloud_bucket1,0
2025-03-31 11:39:59.492832,device_1,file_access,cloud_bucket2,0
2025-01-13 02:53:17.581974,device_1,network_access,cloud_bucket1,0
2025-02-16 06:33:37.702379,device_18,cloud_download,cloud_bucket1,0
2025-07-24 04:17:43.660159,device_7,network_access,cloud_bucket1,0
2025-09-13 19:15:13.971951,device_14,file_access,cloud_bucket2,0
2025-06-15 16:02:33.515133,device_3,file_access,database,0
2025-05-15 20:05:19.173233,device_10,network_access,database,0
2025-01-24 17:19:19.634183,device_1,network_access,server1,0
2025-06-20 02:52:37.133954,device_17,cloud_download,cloud_bucket1,0
2025-04-14 19:20:59.408082,device_17,cloud_download,database,0
2025-09-07 20:51:21.748350,device_17,file_access,database,0
2025-04-01 02:36:08.547271,device_1,cloud_download,database,0
2025-01-21 10:50:18.443862,device_14,file_access,database,1
2025-07-09 13:29:30.650713,device_8,cloud_download,cloud_bucket1,0
2025-02-05 00:10:04.891745,device_16,network_access,cloud_bucket1,0
2025-03-24 23:58:42.998042,device_19,cloud_download,cloud_bucket1,0
2025-08-15 08:25:42.106807,device_11,file_access,cloud_bucket2,0
2025-09-13 02:23:02.957958,device_4,cloud_download,database,0
2025-06-03 00:00:54.951603,device_20,network_access,database,0
2025-07-18 23:15:44.240274,device_13,network_access,cloud_bucket1,0
2025-06-13 23:48:11.613823,device_18,cloud_download,server1,0
2025-03-26 02:27:00.255917,device_1,file_access,cloud_bucket2,0
2025-02-02 23:43:57.190370,device_2,network_access,server1,0
2025-02-21 09:26:59.913723,device_6,file_access,database,0
2025-05-27 05:55:40.055908,device_13,network_access,database,0
2025-09-24 13:22:01.019217,device_19,cloud_download,cloud_bucket2,0
2025-08-01 00:24:25.938053,device_17,file_access,cloud_bucket1,0
2025-05-28 09:52:10.618021,device_7,file_access,database,0
2025-02-16 17:22:27.808885,device_20,network_access,server1,0
2025-09-16 04:05:42.577211,device_17,file_access,server1,0
2025-08-16 00:49:46.521191,device_11,file_access,database,0
2025-02-02 11:50:52.005001,device_5,network_access,cloud_bucket2,0
2025-05-05 22:59:10.793475,device_19,network_access,database,0
2025-09-24 18:22:05.387360,device_18,network_access,database,0
2025-04-23 20:50:37.663530,device_1,network_access,cloud_bucket2,0
2025-02-28 20:34:15.531596,device_8,network_access,cloud_bucket2,0
2025-02-03 17:33:28.024907,device_5,network_access,cloud_bucket2,0
2025-02-18 02:05:12.159606,device_13,cloud_download,cloud_bucket2,0
2025-01-18 10:14:10.294401,device_10,cloud_download,database,0
2025-06-24 08:59:51.171349,device_15,network_access,cloud_bucket1,0
2025-08-02 22:09:42.657098,device_18,cloud_download,cloud_bucket1,0
2025-05-30 15:46:44.572333,device_8,file_access,database,0
2025-08-14 17:34:57.924896,device_3,file_access,server1,0
2025-02-22 05:25:15.795493,device_10,network_access,database,0
2025-01-16 14:37:22.224365,device_11,file_access,cloud_bucket2,0
2025-02-22 20:31:43.669162,device_19,file_access,cloud_bucket2,0
2025-01-25 16:50:12.780475,device_13,network_access,database,0
2025-10-05 17:09:38.114079,device_5,cloud_download,cloud_bucket1,0
2025-08-02 14:34:51.196125,device_4,file_access,cloud_bucket2,0
2025-02-03 11:49:02.947120,device_13,cloud_download,server1,0
2025-07-26 06:26:33.119074,device_7,network_access,cloud_bucket1,0
2025-09-09 17:46:09.548012,device_13,cloud_download,database,1
2025-04-17 08:35:13.380982,device_8,file_access,server1,0
2025-03-28 09:31:11.547747,device_12,network_access,cloud_bucket1,0
2025-08-15 04:41:50.021625,device_6,file_access,database,0
2025-07-14 18:43:14.367648,device_11,file_access,cloud_bucket1,0
2025-07-10 12:02:24.861348,device_3,network_access,cloud_bucket2,0
2025-05-12 17:17:19.088590,device_19,network_access,cloud_bucket2,0
2025-03-26 07:36:41.751621,device_6,cloud_download,server1,0
2025-04-20 03:52:24.729935,device_4,network_access,cloud_bucket1,1
2025-04-15 08:51:42.867248,device_13,cloud_download,database,0
2025-06-11 11:08:20.012486,device_13,file_access,server1,0
2025-01-31 04:00:19.397255,device_13,cloud_download,server1,0
2025-05-07 21:35:47.991776,device_15,network_access,cloud_bucket2,0
2025-10-03 07:43:20.399309,device_18,cloud_download,server1,0
2025-05-01 20:42:52.941502,device_5,network_access,database,0
2025-03-21 12:19:48.365675,device_6,network_access,database,0
2025-08-18 21:12:27.007616,device_3,file_access,cloud_bucket2,0
2025-08-11 13:02:52.259509,device_7,cloud_download,server1,0
2025-07-12 12:55:50.511475,device_9,network_access,server1,0
2025-04-08 06:01:35.853529,device_12,cloud_download,cloud_bucket2,0
2025-10-12 23:05:47.769452,device_19,cloud_download,server1,0
2025-09-03 19:51:42.718752,device_15,network_access,cloud_bucket1,0
2025-08-05 03:01:15.702718,device_2,network_access,cloud_bucket1,0
2025-04-12 23:14:56.635947,device_13,cloud_download,database,0
2025-01-31 19:55:28.202577,device_18,file_access,cloud_bucket2,1
2025-01-25 18:43:02.630077,device_4,cloud_download,server1,0
2025-07-17 04:40:11.613750,device_3,cloud_download,cloud_bucket1,0
2025-05-05 03:42:54.602091,device_17,network_access,cloud_bucket2,0
2025-09-15 00:21:58.704142,device_4,network_access,cloud_bucket1,0
2025-05-10 22:49:11.449896,device_14,cloud_download,database,0
2025-03-19 08:22:17.094286,device_15,cloud_download,database,0
2025-03-18 19:22:02.516177,device_4,file_access,server1,1
2025-04-05 14:43:15.963685,device_8,file_access,cloud_bucket2,0
2025-01-10 17:30:12.560806,device_1,cloud_download,cloud_bucket2,0
2025-05-16 19:51:13.456551,device_20,file_access,database,0
2025-03-06 19:30:03.696597,device_13,cloud_download,server1,0
2025-04-19 04:45:28.959129,device_4,network_access,cloud_bucket2,0
2025-01-27 11:03:26.039498,device_15,file_access,database,0
2025-09-05 19:18:21.888528,device_19,network_access,cloud_bucket2,0
2025-04-06 12:22:14.613285,device_2,cloud_download,server1,0
2025-09-25 22:10:59.240344,device_18,network_access,cloud_bucket2,0
2025-04-14 15:12:36.495379,device_5,file_access,server1,1
2025-09-26 07:33:58.736929,device_14,cloud_download,database,0
2025-07-29 17:30:38.991259,device_4,cloud_download,cloud_bucket2,0
2025-08-19 02:15:05.391837,device_10,network_access,cloud_bucket1,0
2025-03-04 23:12:00.536735,device_4,file_access,server1,0
2025-09-25 13:08:57.775766,device_3,network_access,cloud_bucket2,0
2025-07-27 05:28:43.848382,device_17,network_access,cloud_bucket1,0
2025-05-30 23:37:11.438756,device_5,file_access,database,0
2025-09-05 23:49:24.977508,device_14,network_access,cloud_bucket1,0
2025-02-02 09:43:04.460572,device_10,network_access,server1,0
2025-03-18 21:43:44.494081,device_5,file_access,cloud_bucket2,1
2025-02-08 00:40:16.609414,device_14,file_access,cloud_bucket1,0
2025-04-11 07:07:23.434810,device_9,file_access,cloud_bucket2,0
2025-05-07 11:33:50.613488,device_5,network_access,database,0
2025-03-07 13:09:46.188679,device_19,network_access,server1,0
2025-06-17 18:17:05.828570,device_6,network_access,database,0
2025-08-16 08:31:23.983758,device_10,cloud_download,database,0
2025-03-15 08:59:51.387055,device_1,network_access,cloud_bucket1,0
2025-08-22 16:41:34.907637,device_15,cloud_download,database,0
2025-07-01 09:07:09.441824,device_7,cloud_download,cloud_bucket2,0
2025-08-09 11:13:46.514601,device_2,file_access,database,0
2025-02-17 15:01:19.338056,device_7,network_access,server1,0
2025-02-01 18:10:12.346933,device_19,network_access,cloud_bucket2,0
2025-03-20 09:46:09.700367,device_14,network_access,cloud_bucket1,0
2025-02-26 20:39:34.825505,device_16,network_access,cloud_bucket2,0
2025-06-30 13:49:23.897734,device_2,network_access,database,0
2025-06-29 03:19:21.823336,device_17,network_access,server1,1
2025-07-24 22:07:00.549505,device_7,cloud_download,database,0
2025-04-09 09:35:14.075231,device_3,cloud_download,database,0
2025-06-01 15:50:50.649205,device_10,network_access,cloud_bucket2,0
2025-02-22 00:54:34.512687,device_18,network_access,database,0
2025-08-30 02:02:31.640341,device_3,network_access,cloud_bucket2,0
2025-03-03 03:13:10.002167,device_16,cloud_download,database,1
2025-02-02 03:02:42.706704,device_17,file_access,server1,0
2025-01-11 04:09:42.569696,device_2,cloud_download,cloud_bucket1,0
2025-02-04 08:55:44.521851,device_4,network_access,database,0
2025-09-22 13:26:18.226812,device_13,file_access,server1,1
2025-05-03 09:10:16.534697,device_15,cloud_download,cloud_bucket1,0
2025-03-11 00:17:38.238504,device_1,network_access,database,0
2025-03-30 18:23:12.133566,device_20,network_access,cloud_bucket1,0
2025-01-23 05:34:24.024223,device_15,network_access,cloud_bucket2,0
2025-05-08 18:44:12.571785,device_10,network_access,database,0
2025-03-16 01:03:13.475322,device_10,network_access,database,0
2025-05-15 12:04:20.352366,device_6,cloud_download,database,0
2025-05-21 03:20:47.771432,device_10,file_access,cloud_bucket2,0
2025-06-08 20:42:47.184467,device_13,cloud_download,server1,0
2025-05-21 22:24:11.425143,device_20,network_access,database,0
2025-06-16 10:07:45.468438,device_9,file_access,cloud_bucket1,0
2025-04-21 15:18:44.596785,device_7,network_access,server1,0
2025-06-09 00:55:06.735340,device_17,file_access,server1,0
2025-06-06 16:44:45.223029,device_6,file_access,cloud_bucket1,0
2025-10-12 06:13:16.915795,device_20,file_access,cloud_bucket1,0
2025-07-28 00:18:21.478632,device_16,cloud_download,cloud_bucket1,0
2025-08-16 10:24:36.019931,device_15,cloud_download,server1,0
2025-02-19 02:49:42.657604,device_7,cloud_download,server1,1
2025-09-22 10:31:52.749485,device_11,cloud_download,cloud_bucket2,0
2025-06-14 15:48:21.361277,device_8,network_access,cloud_bucket2,0
2025-06-30 22:59:56.916391,device_4,cloud_download,server1,0
2025-06-24 10:07:28.691988,device_19,cloud_download,server1,0
2025-05-19 19:55:22.336876,device_14,file_access,server1,0
2025-06-10 22:31:04.349355,device_12,file_access,cloud_bucket1,0
2025-04-05 00:25:07.621290,device_14,file_access,database,0
2025-07-20 20:45:20.269084,device_13,cloud_download,cloud_bucket1,0
2025-06-23 23:35:50.722264,device_10,file_access,database,0
2025-02-05 05:55:01.100346,device_14,cloud_download,cloud_bucket2,0
2025-01-28 00:48:13.610864,device_7,file_access,cloud_bucket2,0
2025-05-31 20:24:03.814101,device_15,cloud_download,cloud_bucket1,0
2025-03-17 03:34:35.672562,device_20,cloud_download,cloud_bucket2,0
2025-03-20 05:59:32.945987,device_11,file_access,cloud_bucket1,0
2025-06-17 22:04:41.627631,device_8,cloud_download,server1,0
2025-03-29 02:05:32.900587,device_10,file_access,cloud_bucket2,0
2025-02-02 19:04:30.443517,device_18,cloud_download,cloud_bucket2,0
2025-01-22 23:38:34.254046,device_19,cloud_download,cloud_bucket1,0
2025-04-23 01:01:55.223356,device_15,cloud_download,cloud_bucket2,0
2025-08-14 21:23:31.619674,device_7,file_access,server1,0
2025-02-27 04:07:10.235272,device_17,network_access,cloud_bucket2,0
2025-05-30 23:47:04.496746,device_4,cloud_download,server1,0
2025-04-01 16:51:02.959937,device_16,file_access,cloud_bucket2,0
2025-04-17 07:22:50.479568,device_19,cloud_download,cloud_bucket1,0
2025-01-31 21:56:24.508746,device_3,file_access,cloud_bucket1,0
2025-09-10 11:14:21.879389,device_14,file_access,cloud_bucket2,0
2025-06-22 22:38:46.929536,device_12,cloud_download,cloud_bucket2,0
2025-08-24 05:33:06.488953,device_10,file_access,cloud_bucket1,0
2025-01-09 18:19:53.349819,device_12,cloud_download,database,0
2025-08-19 13:02:59.594603,device_2,cloud_download,server1,0
2025-09-07 13:54:03.007246,device_9,cloud_download,cloud_bucket1,0
2025-06-09 14:26:02.215474,device_20,cloud_download,server1,0
2025-07-16 04:55:05.258488,device_10,cloud_download,cloud_bucket2,0
2025-02-09 21:56:33.390596,device_5,file_access,cloud_bucket2,0
2025-05-06 03:57:41.336322,device_6,file_access,cloud_bucket2,0
2025-05-07 04:43:52.646817,device_17,file_access,database,0
2025-06-25 11:45:03.724345,device_10,network_access,server1,0
2025-09-10 19:52:01.282176,device_16,file_access,cloud_bucket2,0
2025-02-25 20:51:22.701349,device_16,network_access,cloud_bucket1,0
2025-06-19 22:13:55.175166,device_6,file_access,cloud_bucket2,0
2025-03-26 12:24:00.413707,device_12,cloud_download,server1,0
2025-04-26 23:10:41.871432,device_6,cloud_download,database,0
2025-08-15 10:32:50.086743,device_12,file_access,database,0
2025-09-01 08:28:29.049239,device_9,network_access,database,0
2025-07-09 14:22:04.891384,device_11,cloud_download,cloud_bucket2,1
2025-07-27 07:40:53.721220,device_17,cloud_download,server1,0
2025-02-27 21:56:40.070053,device_18,network_access,cloud_bucket2,0
2025-07-15 14:18:50.562656,device_2,file_access,server1,0
2025-02-24 07:18:34.237625,device_19,network_access,database,0
2025-04-02 22:19:46.745702,device_9,file_access,cloud_bucket1,0
2025-03-17 20:29:17.933063,device_5,file_access,cloud_bucket2,0
2025-08-03 19:28:11.508356,device_14,file_access,server1,0
2025-03-05 02:22:38.643949,device_14,network_access,cloud_bucket2,0
